--- Events ---
LAST SEEN   TYPE      REASON                OBJECT                                                               MESSAGE
43m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-68c777fc54   Created pod: openshift-gitops-operator-controller-manager-68c777fc54-gmrdb
43m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
43m         Normal    Created               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Created container: manager
43m         Normal    Started               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Started container manager
43m         Normal    Created               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Created container: kube-rbac-proxy
43m         Normal    Started               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Started container kube-rbac-proxy
43m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     (combined from similar events): Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-hs9kr
43m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Stopping container kube-rbac-proxy
43m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-hs9kr      Stopping container manager
42m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-68c777fc54-gmrdb_270a46e6-276c-4950-84ec-f35ead3ba507 became leader
42m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Add eth0 [10.133.0.97/23] from ovn-kubernetes
42m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
42m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-84bd9df874   Created pod: openshift-gitops-operator-controller-manager-84bd9df874-8n9vs
42m         Normal    Created               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Created container: manager
42m         Normal    Started               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Started container manager
42m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
42m         Normal    Created               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Created container: kube-rbac-proxy
42m         Normal    Started               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Started container kube-rbac-proxy
42m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Stopping container kube-rbac-proxy
42m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-68c777fc54-gmrdb    Stopping container manager
42m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-68c777fc54   Deleted pod: openshift-gitops-operator-controller-manager-68c777fc54-gmrdb
42m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-84bd9df874-8n9vs_ae8abba2-136e-42bc-8c07-6916e417ff0b became leader
42m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-586d6ddf9d   Created pod: openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt
42m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Add eth0 [10.133.0.102/23] from ovn-kubernetes
42m         Normal    Started               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Started container kube-rbac-proxy
42m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
42m         Normal    Started               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Started container manager
42m         Normal    Created               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Created container: manager
42m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
42m         Normal    Created               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Created container: kube-rbac-proxy
42m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Stopping container manager
42m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-84bd9df874   Deleted pod: openshift-gitops-operator-controller-manager-84bd9df874-8n9vs
42m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-84bd9df874-8n9vs    Stopping container kube-rbac-proxy
41m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt_eb8fb227-c70b-46c5-bc0d-94f3e0aeb494 became leader
41m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-8jfk5
41m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Add eth0 [10.133.0.107/23] from ovn-kubernetes
41m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Started container manager
41m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
41m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
41m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Created container: manager
41m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Created container: kube-rbac-proxy
41m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Started container kube-rbac-proxy
41m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Stopping container kube-rbac-proxy
41m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-586d6ddf9d   Deleted pod: openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt
41m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-586d6ddf9d-p59zt    Stopping container manager
41m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-8jfk5_2a90d344-955c-4715-b855-f442517a239e became leader
35m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-7d6bf6b8b8   Created pod: openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n
35m         Normal    ComponentUnhealthy    clusterserviceversion/openshift-gitops-operator.v1.20.3              installing: deployment changed old hash=9dqogK5esbgOqnGMc38hYuEid9VPVtrmrPaQQw, new hash=1gZFPuT2lLoXfluA6S2KD7YZNOz4MpKxHZv7QQ
35m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Created container: manager
35m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Started container kube-rbac-proxy
35m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
35m         Normal    Started               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Started container manager
35m         Normal    Created               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Created container: kube-rbac-proxy
35m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
35m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Add eth0 [10.133.0.118/23] from ovn-kubernetes
35m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Stopping container manager
35m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-8jfk5      Stopping container kube-rbac-proxy
35m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-8jfk5
35m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n_0ff0cc4d-7d54-4acb-b0ed-8ba777141339 became leader
34m         Normal    ComponentUnhealthy    clusterserviceversion/openshift-gitops-operator.v1.20.3              installing: deployment changed old hash=1gZFPuT2lLoXfluA6S2KD7YZNOz4MpKxHZv7QQ, new hash=9dqogK5esbgOqnGMc38hYuEid9VPVtrmrPaQQw
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Started container manager
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Created container: manager
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Started container kube-rbac-proxy
34m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Add eth0 [10.133.0.121/23] from ovn-kubernetes
34m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-xmvmw
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Created container: kube-rbac-proxy
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Stopping container manager
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n    Stopping container kube-rbac-proxy
34m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-7d6bf6b8b8   Deleted pod: openshift-gitops-operator-controller-manager-7d6bf6b8b8-zfc2n
34m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Created pod: openshift-gitops-operator-controller-manager-667d5cf5b-hsxch
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
34m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Add eth0 [10.133.0.122/23] from ovn-kubernetes
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Started container kube-rbac-proxy
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Created container: kube-rbac-proxy
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Created container: manager
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Started container manager
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
34m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-xmvmw_130c171c-fd7a-40ed-8aca-d437811e49b7 became leader
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Stopping container kube-rbac-proxy
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-xmvmw      Stopping container manager
34m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-vzn74
34m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-xmvmw
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Created container: kube-rbac-proxy
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Started container manager
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
34m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Started container kube-rbac-proxy
34m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Created container: manager
34m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
34m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Add eth0 [10.133.0.126/23] from ovn-kubernetes
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Stopping container manager
34m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-hsxch     Stopping container kube-rbac-proxy
34m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Deleted pod: openshift-gitops-operator-controller-manager-667d5cf5b-hsxch
34m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-vzn74_121272c1-7430-49e6-92d7-1686db6f49d4 became leader
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Started container manager
33m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Add eth0 [10.133.0.128/23] from ovn-kubernetes
33m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Created pod: openshift-gitops-operator-controller-manager-667d5cf5b-qv44p
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Created container: manager
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Started container kube-rbac-proxy
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Created container: kube-rbac-proxy
33m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-vzn74
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Stopping container manager
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-vzn74      Stopping container kube-rbac-proxy
33m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Add eth0 [10.133.0.130/23] from ovn-kubernetes
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Started container kube-rbac-proxy
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Created container: kube-rbac-proxy
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Started container manager
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Created container: manager
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
33m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-v5blh
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Stopping container kube-rbac-proxy
33m         Normal    ScalingReplicaSet     deployment/openshift-gitops-operator-controller-manager              Scaled down replica set openshift-gitops-operator-controller-manager-667d5cf5b from 1 to 0
33m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Deleted pod: openshift-gitops-operator-controller-manager-667d5cf5b-qv44p
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-qv44p     Stopping container manager
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
33m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Created pod: openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg
33m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Add eth0 [10.133.0.131/23] from ovn-kubernetes
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Created container: manager
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Created container: kube-rbac-proxy
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Started container manager
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Started container kube-rbac-proxy
33m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-v5blh_f5949d24-3170-4293-bf37-199983d2f51d became leader
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Stopping container kube-rbac-proxy
33m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-v5blh      Stopping container manager
33m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-v5blh
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Started container kube-rbac-proxy
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Created container: manager
33m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Started container manager
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
33m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Created container: kube-rbac-proxy
33m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
33m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Add eth0 [10.133.0.134/23] from ovn-kubernetes
33m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-4sw9t
32m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-667d5cf5b    Deleted pod: openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg
32m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Stopping container manager
32m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-667d5cf5b-fnmgg     Stopping container kube-rbac-proxy
32m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-4sw9t_a9ba8bcc-8f07-452d-b5fe-a2e6f384b62f became leader
29m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
29m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Add eth0 [10.133.0.144/23] from ovn-kubernetes
29m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-68c777fc54   Created pod: openshift-gitops-operator-controller-manager-68c777fc54-ftb27
29m         Normal    ComponentUnhealthy    clusterserviceversion/openshift-gitops-operator.v1.20.3              installing: deployment changed old hash=9dqogK5esbgOqnGMc38hYuEid9VPVtrmrPaQQw, new hash=8Cnd0aU69wj0gWWs5SLUVCzuPE7qTwXWNhto9Y
29m         Normal    Created               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Created container: manager
29m         Normal    Started               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Started container manager
29m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
29m         Normal    Created               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Created container: kube-rbac-proxy
29m         Normal    Started               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Started container kube-rbac-proxy
29m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-4sw9t
29m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Stopping container kube-rbac-proxy
29m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-4sw9t      Stopping container manager
29m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-68c777fc54-ftb27_52c53fdf-ad9c-4d1f-b3cd-7f2f813ffe07 became leader
27m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Add eth0 [10.133.0.153/23] from ovn-kubernetes
27m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Created pod: openshift-gitops-operator-controller-manager-fc7df578-495dc
27m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
27m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Created container: manager
27m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Started container manager
27m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
27m         Normal    Created               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Created container: kube-rbac-proxy
27m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Started container kube-rbac-proxy
27m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Stopping container manager
27m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-68c777fc54   Deleted pod: openshift-gitops-operator-controller-manager-68c777fc54-ftb27
27m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-68c777fc54-ftb27    Stopping container kube-rbac-proxy
27m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-fc7df578-495dc_7c6c004e-e70a-4f72-b6ec-b5bd09407ffe became leader
26m         Normal    SuccessfulCreate      replicaset/openshift-gitops-operator-controller-manager-5cbbb94947   Created pod: openshift-gitops-operator-controller-manager-5cbbb94947-q27jv
26m         Normal    Created               pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Created container: kube-rbac-proxy
26m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Container image "registry.redhat.io/openshift-gitops-1/gitops-rhel9-operator@sha256:73b844f2dd5f2e2749c66024801ed59539aa363aa18052018b8b80ede0ea544e" already present on machine
26m         Normal    Started               pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Started container manager
26m         Normal    AddedInterface        pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Add eth0 [10.133.0.157/23] from ovn-kubernetes
26m         Normal    Created               pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Created container: manager
26m         Normal    Started               pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Started container kube-rbac-proxy
26m         Normal    Pulled                pod/openshift-gitops-operator-controller-manager-5cbbb94947-q27jv    Container image "registry.redhat.io/openshift4/ose-kube-rbac-proxy-rhel9@sha256:b473bb5efee9fb78c1e654ef94da9213e29a8eccfda2e8359b7c1b6b4049b554" already present on machine
26m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Stopping container manager
26m         Normal    SuccessfulDelete      replicaset/openshift-gitops-operator-controller-manager-fc7df578     Deleted pod: openshift-gitops-operator-controller-manager-fc7df578-495dc
26m         Normal    Killing               pod/openshift-gitops-operator-controller-manager-fc7df578-495dc      Stopping container kube-rbac-proxy
26m         Normal    LeaderElection        lease/2b63967d.openshift.io                                          openshift-gitops-operator-controller-manager-5cbbb94947-q27jv_d50fe4a1-fa7d-4055-91db-892c4d539de7 became leader
17m         Normal    Started               pod/openshift-gitops-operator-controller-manager-fc7df578-snps6      Started container manager
